PC1,PC2,PC3,PC5,PC6,PC7,PC8,PC9,PC10,PC12,type
-0.00013600200439139011,0.002262613186970981,-0.0034046482596943517,0.00910705131881217,-0.02312070236947833,0.003317713857828959,-0.005503388959812417,0.016110948503745108,-0.0026309965431015364,-0.006395378842023232,1
0.0029665302604354477,0.0034673507046555263,-0.011755302443679626,0.014688435725773535,-0.0031334631510099025,-0.002076260979775729,0.0031198691523114295,-0.01594197356680483,-0.006143725303721793,-0.009835965521205208,1
0.0101665325330652,-0.0019003246675397462,0.0034310112499516977,-0.0005758454973594544,-0.007156342242342127,-0.01606643465298854,-0.023049656937259026,0.009028674340021019,0.007028535634019257,-0.0011049593337525416,1
0.014037395356305899,-0.006384173372351676,-0.0019037096676440496,0.006081800642504499,0.0036494209117898155,-0.004878267161616742,-0.006839769389802577,-0.005804136571406024,-0.005455005547540514,0.002728394094435537,1
0.014037395356305899,-0.006384173372351676,-0.0019037096676440496,0.006081800642504499,0.0036494209117898155,-0.004878267161616742,-0.006839769389802577,-0.005804136571406024,-0.005455005547540514,0.002728394094435537,1
0.0101665325330652,-0.0019003246675397462,0.0034310112499516977,-0.0005758454973594544,-0.007156342242342127,-0.01606643465298854,-0.023049656937259026,0.009028674340021019,0.007028535634019257,-0.0011049593337525416,1
-0.00011049939083404271,0.0037893902972163493,-0.01510399761529135,0.010354363463721967,-0.006203189391580604,0.0054515570784215255,-0.001297094891366671,-0.0011610090593048722,-0.003757935381770675,0.007290553421481165,1
-0.00013600200439139011,0.002262613186970981,-0.0034046482596943517,0.00910705131881217,-0.02312070236947833,0.003317713857828959,-0.005503388959812417,0.016110948503745108,-0.0026309965431015364,-0.006395378842023232,1
0.0029665302604354477,0.0034673507046555263,-0.011755302443679626,0.014688435725773535,-0.0031334631510099025,-0.002076260979775729,0.0031198691523114295,-0.01594197356680483,-0.006143725303721793,-0.009835965521205208,1
0.01358932743236561,0.007128759541339659,0.011360613862504115,0.001575646428527564,0.008255741741893337,0.0021320554143050632,0.0021486579022712525,-0.01339310330043294,-0.011566724567155802,-0.004011280160036587,1
-0.010411636645089562,0.006241291832792028,0.006850933009356058,-0.025551248593084802,-0.004041968728239235,0.018145684192963696,-0.008958631984990665,-0.0006139316839296489,-0.005074734514012777,-0.002126889746124058,1
-0.001515011723729201,0.008837582791434508,0.001808383977146511,-0.01220262663747927,-0.0064677361241863175,-0.005209625348503736,-0.027743036578794154,-0.005860843741313139,-0.0045184201944957186,-0.0020306008604199666,1
-0.01227769837922375,0.002564873839348948,-0.0005001805091820175,-0.021406842285960057,-0.0010675260027716439,-0.006420335614493736,-0.023322468318551212,0.0005803749374285192,-0.008506745524727232,0.003323795386109128,1
0.011661270268411258,-0.0013320278465315872,0.00831013238082889,0.0013712605811646006,0.01972258149754424,-0.026275005069543923,0.011242582862145458,-0.004537743960551818,-0.00482119969981471,0.0022837482538799227,1
-0.0218937888798611,0.005627582067328356,0.007901479924525558,-0.01165969477179654,-0.024489192510820334,-0.0034353928979899647,-0.015183265854620195,0.006516466361442557,0.017092229900437465,-0.029080261380831036,1
-0.003000854087655342,0.006540788289642976,-0.0007935534567787701,0.01184687476994185,0.004419571260133986,-0.0022214465236801316,0.002115565092757053,-0.0025001815453400875,-0.010090365867720805,-0.0024847739487807484,1
0.010168963688527448,0.005134082505723333,-0.020258335344662582,0.01318052198338282,0.009593859691304515,0.009829115348101885,-0.008103295615926494,0.003248290382758129,0.012125005719202588,0.012143044653377809,1
0.00596988114971135,0.004746265334929367,-0.0018392115033618592,0.025787789381196077,0.004207322664596429,-1.9313086534884428e-05,0.006208983999728181,0.010147000452980007,0.04691727431553079,-0.02728261460772958,1
-0.003899435767084232,0.007337639691064038,-0.0012859982284476993,0.005362040361919679,0.00128571800626638,0.0100977608737263,-0.0033181621900482483,-0.0323164286163039,0.001954812928483854,-0.011193559022144067,1
-0.0015412250879389738,0.005307600052944155,-0.014141873540953054,-0.007628079382702565,-0.0043016596871704406,-0.0010677998345583158,-0.0074019441405706685,0.0011134155703185539,-0.004429381107949779,0.010833022567042029,1
0.00596988114971135,0.004746265334929367,-0.0018392115033618592,0.025787789381196077,0.004207322664596429,-1.9313086534884428e-05,0.006208983999728181,0.010147000452980007,0.04691727431553079,-0.02728261460772958,1
0.00974377573109959,-0.000780964469180789,-0.008696273746681343,0.01812578096288245,-0.006694515793724374,0.005375655279027044,-0.004191223643794574,0.0011558274687977492,0.006630224869196217,-0.009987576483879941,1
0.011284335633530353,-0.001551711312537398,-0.0005687319568376306,0.03292531648013603,0.012849534230513179,-0.025804908763301947,-0.0077693898724244806,0.004553151753813557,0.007884134871650642,-0.007038437700349884,1
-0.005759621534460723,-0.009589443099573111,-0.0171374570330159,0.004950525752396854,0.007140710767740928,0.01788029633548698,-0.021730011628903464,-0.02703666175693429,0.025715077542125896,0.004373486622449102,1
0.01390568410146419,0.0069772079779845805,0.00065533623435813,0.012498798684434528,0.0012681714712298084,-0.0070235920754600535,0.019135734524851993,-0.022952344255125746,-0.012932862730989404,-0.012276527544378307,1
0.0053892452976319425,3.400061019105537e-05,-0.002892015192675467,0.005889528683361543,0.009591201686062348,-0.00945720004327427,-0.0010996089284788198,-0.022074805885811042,-0.0034965379800286417,0.0006941201433938583,1
0.01420596173727538,-0.003281666049439538,-0.006497562458914357,0.004943055312626488,0.01045084223741822,-0.02274745200052484,-0.011184289535162997,-0.011365225476001372,-0.0001805798384059007,-0.001968770593990927,1
0.004632430118631687,0.000867738916673617,0.00215300716134228,0.001255078075941055,-0.009441785728825987,-0.01906292112768429,0.00218560104146577,-0.004135637611867124,-0.0005229540449898482,-0.0041639810718577105,1
0.003629210283041589,-0.002185934672852938,0.004376689076495371,-0.0017544400344429681,-0.0002153352014739328,0.002423354566651961,-0.00023380548651262862,-0.019763381893290004,-0.0021719433930401746,-0.010711095636493523,1
-0.022721686027530188,0.00597521886563881,0.00392474487786002,0.0055212015790608955,0.010276297607245547,0.0088725018316872,-0.0021653837184881577,-0.0005695677441725519,0.004285390689224691,0.0003630359917667756,1
0.003999311394933461,0.006950418332475052,0.009244076061414723,0.003482328647409006,-0.018741553902654074,-0.009847977201066394,-0.012310474580106813,-0.01112284525831232,-0.0059735489533884615,0.002265706262125675,1
0.021177637095499788,0.003375838433657399,0.004207967569930408,-0.004461571331580001,-0.006907578569295318,-0.030129532671535557,-0.027876687293234132,0.002914894697836198,-0.005385642190313061,0.010855426342074793,1
0.006667936130826127,-0.004809332067041292,-0.001909068057762034,-0.0017742759564940548,0.00525750824971324,-0.00290384616473083,-0.0162106723206865,0.004346252130888772,0.0006642849289216492,0.0002699103765687482,1
0.004809014693952184,0.002789009042193247,-0.011023012856444749,0.00639980820299909,0.01627292070262529,-0.02120327575028722,-0.007137663285385913,0.011456067182777223,-0.01407110622587932,-0.0040704675608675255,1
