PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,type
2.4036158489753943,-1.8277087045849623,0.782507657812788,1.009642837441031,1.1995401665972538,-0.4102310441255877,-1.2938401145990122,1.5517982775560142,-1.3939483127433123,0.39622992911492866,1
-0.3053350558611797,0.27119448069479085,-0.29658664943825674,-0.07621886176764207,-0.07398072564368922,-0.031165773028087446,-0.6655667955906277,-0.06079615402370336,-0.3267676930380055,-0.994818858025926,1
0.16202270734323923,0.042437232453733514,-0.06811958928462614,0.13794815119501633,0.2409358773399576,-0.22048656405792796,-0.876519435722191,0.07228567553729658,-0.17697151834109845,-0.16989878376350132,1
0.8470071566753723,-0.25580995385514393,-0.022339258240587044,0.8276313102610254,1.0338544524787805,0.4623440240929328,-0.7297513946735005,0.5109897609302283,-0.8348995567045981,0.8738884856454725,1
0.8470071566753723,-0.25580995385514393,-0.022339258240587044,0.8276313102610254,1.0338544524787805,0.4623440240929328,-0.7297513946735005,0.5109897609302283,-0.8348995567045981,0.8738884856454725,1
0.16202270734323923,0.042437232453733514,-0.06811958928462614,0.13794815119501633,0.2409358773399576,-0.22048656405792796,-0.876519435722191,0.07228567553729658,-0.17697151834109845,-0.16989878376350132,1
0.09610357789466464,0.2879382782736876,0.46188888048884025,0.7056553728091556,0.0882260814433669,0.29550626881742575,0.47569386787320966,0.10543999894752078,-0.4285355720843507,0.3995080038312933,1
2.4036158489753943,-1.8277087045849623,0.782507657812788,1.009642837441031,1.1995401665972538,-0.4102310441255877,-1.2938401145990122,1.5517982775560142,-1.3939483127433123,0.39622992911492866,1
-0.3053350558611797,0.27119448069479085,-0.29658664943825674,-0.07621886176764207,-0.07398072564368922,-0.031165773028087446,-0.6655667955906277,-0.06079615402370336,-0.3267676930380055,-0.994818858025926,1
-0.19919835895535246,0.34907244420304345,-0.42032394211660495,0.168550276001429,0.7845712077412617,-0.05037188304564915,-0.8714877781843657,-0.07156920756887207,0.46191391968989126,-0.20481774302217884,1
-0.5841014450879168,0.8406906768299415,-0.1580215843200811,0.007470661406479962,-0.03752334922547465,-1.4257265292900552,0.7810389061937622,0.0403587213740928,1.7631602201710623,-0.945378562587567,1
0.49523140108669833,0.5591314838039756,-0.02074100608410497,0.04482944537035201,0.2954092495551434,-1.212582834535274,-0.883821177248236,0.536297758398589,0.07557220285326045,-1.189120607996984,1
-0.43815903334887657,1.456593988997319,-0.384766887781932,-0.00855157377877468,-0.060525881598307324,-1.0644126042848807,-0.06470948990834327,0.051967376294517864,0.8018063285840977,-1.125557634662029,1
