PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,type
-2.264454413088438,3.047540333034244,-0.024546486829089116,-0.11701826553066569,-1.7897455651133531,-0.14752887561620812,0.13495765739116036,0.27857763744937364,1
0.0484572478925178,-0.4806643882116508,-0.4618405703434436,0.17802077165748764,0.5826978240425256,-0.8953227576708022,0.7445207532046973,0.10170815856391467,1
-0.14186891734056697,0.3349994532709368,0.5667090117360332,0.20627592281416238,-0.33662863940831095,-0.7642456723538164,0.16996968957088487,-0.5716683752485955,1
-1.6778699400138737,1.0316120693429318,-0.224578222381222,-0.09170563433732269,-0.08058261712496423,0.23810953139245752,0.444512131215578,-0.465885327888726,1
-1.6778699400139037,1.0316120693429593,-0.22457822238122657,-0.09170563433732057,-0.080582617124967,0.23810953139247296,0.4445121312155777,-0.46588532788873144,1
-0.14186891734056498,0.3349994532709275,0.5667090117360292,0.20627592281416288,-0.3366286394083068,-0.7642456723538155,0.1699696895708855,-0.5716683752485924,1
-0.6545514511239828,0.10767753513340636,-1.1541415018670718,0.24847192339749952,-0.5979960890589143,-0.0301905367964403,0.5974190564215756,0.681948011910376,1
-2.2644544130883997,3.0475403330342843,-0.024546486829083138,-0.11701826553067392,-1.7897455651133407,-0.14752887561622893,0.13495765739116594,0.27857763744937164,1
0.04845724789250132,-0.4806643882116563,-0.46184057034342857,0.17802077165747376,0.582697824042523,-0.8953227576708095,0.7445207532046916,0.10170815856391144,1
-0.3593236720402287,-0.6497701076320148,1.1046471150665664,0.40906845687493476,0.5035405031368011,-0.4728486756169805,-0.013270204879554555,-0.44930009547309163,1
0.43799194366171007,-1.582420255938504,1.800863068422724,1.7783771447689736,0.5234907254279593,-0.0774025192143341,-0.9381262415070626,0.8344160268803535,1
0.1295676474647353,0.5326298038176903,0.9488967253582896,1.1266376446047037,0.4746324094758513,-1.045761754197197,-0.40517525104785385,0.6383579503760105,1
0.56839681064249,-0.8929233655122512,0.9999699193037943,0.7734963532124395,1.1303368490018868,-0.8241327754985681,-0.37040117335188777,1.0204662310282995,1
-1.152576420066341,-2.4753239477506552,0.219583534967674,-1.9012150545356017,0.8832078999349873,-0.24596748869730084,-0.14065540915641184,-1.2823181365587621,1
-1.1861374290380746,3.5710855122123535,1.4530452749631624,-0.2080696436236801,-0.7408784343586194,-0.10893293695092199,-1.8674263141818441,0.1738050072944535,1
